product_code,product_name,vendor,product_type,category,accessoryType,paymentType,description,standard_cost,standard_rep_price,new_cost,new_rep_price,upgrade_cost,upgrade_rep_price,is_active,available_for_all,sales_rep_credit,funding,lease
3575B363AA,Scan Addition for MEAP - 5 Device,Canon,Application,Uniflow,Software License,Monthly,,"$3,150.00 ",,"$2,358.00 ","$2,664.54 ","$2,358.00 ","$2,664.54 ",,,,,
3575B364AA,Scan Addition for MEAP - 10 Device,Canon,Application,Uniflow,Software License,Monthly,,"$5,600.00 ",,"$4,194.00 ","$4,739.22 ","$4,194.00 ","$4,739.22 ",,,,,
3575B365AA,Scan Addition for MEAP - 25 Device,Canon,Application,Uniflow,Software License,Monthly,,"$12,740.00 ",,"$9,554.00 ","$10,796.02 ","$9,554.00 ","$10,796.02 ",,,,,
3575B366AA,Scan Addition for MEAP - 50 Device,Canon,Application,Uniflow,Software License,Monthly,,"$23,010.00 ",,"$17,251.00 ","$19,493.63 ","$17,251.00 ","$19,493.63 ",,,,,
3575B367AA,Scan Addition for MEAP - 75 Device,Canon,Application,Uniflow,Software License,Monthly,,"$30,790.00 ",,"$23,088.00 ","$26,089.44 ","$23,088.00 ","$26,089.44 ",,,,,
3575B368AA,Scan Addition for MEAP - 100 Device,Canon,Application,Uniflow,Software License,Monthly,,"$36,100.00 ",,"$27,069.00 ","$30,587.97 ","$27,069.00 ","$30,587.97 ",,,,,
3575B369AA,Scan Addition for MEAP - 250 Device,Canon,Application,Uniflow,Software License,Monthly,,"$76,080.00 ",,"$57,056.00 ","$64,473.28 ","$57,056.00 ","$64,473.28 ",,,,,
3575B485AA,Additional Scan Workflow License,Canon,Application,Uniflow,Software License,Monthly,,"$1,240.00 ",,$891.00 ,"$1,006.83 ",$891.00 ,"$1,006.83 ",,,,,
3575BA53AA,uniFLOW Image Log Device License for MEAP 1 device,Canon,Application,Uniflow,Software License,Monthly,,"$1,182.00 ",,$886.00 ,"$1,001.18 ",$886.00 ,"$1,001.18 ",,,,,
3575BA54AA,uniFLOW Image Log Device License for MEAP 10 device,Canon,Application,Uniflow,Software License,Monthly,,"$10,196.00 ",,"$7,647.00 ","$8,641.11 ","$7,647.00 ","$8,641.11 ",,,,,
3575BA55AA,uniFLOW Image Log Device License for MEAP 25 device,Canon,Application,Uniflow,Software License,Monthly,,"$22,934.00 ",,"$17,200.00 ","$19,436.00 ","$17,200.00 ","$19,436.00 ",,,,,
3575BA56AA,uniFLOW Image Log Device License for MEAP 50 device,Canon,Application,Uniflow,Software License,Monthly,,"$37,536.00 ",,"$28,152.00 ","$31,811.76 ","$28,152.00 ","$31,811.76 ",,,,,
3575BA57AA,uniFLOW Image Log Device License for MEAP 75 device,Canon,Application,Uniflow,Software License,Monthly,,"$52,272.00 ",,"$39,204.00 ","$44,300.52 ","$39,204.00 ","$44,300.52 ",,,,,
3575BA58AA,uniFLOW Image Log Device License for MEAP 100 device,Canon,Application,Uniflow,Software License,Monthly,,"$64,320.00 ",,"$48,240.00 ","$54,511.20 ","$48,240.00 ","$54,511.20 ",,,,,
3575BA59AA,uniFLOW Image Log Device License for MEAP 250 device,Canon,Application,Uniflow,Software License,Monthly,,"$147,360.00 ",,"$110,520.00 ","$124,887.60 ","$110,520.00 ","$124,887.60 ",,,,,
3575B279AA,"Scan Processing Server - Volume Package - 200,000 Scans per year",Canon,Application,Uniflow,Software License,Monthly,,"$1,270.00 ",,$946.00 ,"$1,068.98 ",$946.00 ,"$1,068.98 ",,,,,
3575B280AA,"Scan Processing Server - Volume Package - 600,000 Scans per year",Canon,Application,Uniflow,Software License,Monthly,,"$3,410.00 ",,"$2,552.00 ","$2,883.76 ","$2,552.00 ","$2,883.76 ",,,,,
3575B281AA,Scan Processing Server - Volume Package - 1 Million Scans per year,Canon,Application,Uniflow,Software License,Monthly,,"$5,040.00 ",,"$3,780.00 ","$4,271.40 ","$3,780.00 ","$4,271.40 ",,,,,
3575B282AA,Scan Processing Server - Volume Package - Unlimited,Canon,Application,Uniflow,Software License,Monthly,,"$63,010.00 ",,"$47,251.00 ","$53,393.63 ","$47,251.00 ","$53,393.63 ",,,,,
3575B518AA,Scan Device License for ScanFront & ScanKiosk,Canon,Application,Uniflow,Software License,Monthly,,$380.00 ,,$280.00 ,$316.40 ,$280.00 ,$316.40 ,,,,,
3575B677AA,uniFLOW Desktop Scan Client License,Canon,Application,Uniflow,Software License,Monthly,,$250.00 ,,$183.00 ,$206.79 ,$183.00 ,$206.79 ,,,,,
3575B273AA,Blackboard/CardSmith Budget Connector Plug-in,Canon,Application,Uniflow,Software License,Monthly,,"$3,000.00 ",,"$2,250.00 ","$2,542.50 ","$2,250.00 ","$2,542.50 ",,,,,
3575B304AA,File Format Conversion,Canon,Application,Uniflow,Software License,Monthly,,$470.00 ,,$350.00 ,$395.50 ,$350.00 ,$395.50 ,,,,,
3575B132AA,Job Conversion Instance,Canon,Application,Uniflow,Software License,Monthly,,$150.00 ,,$90.00 ,$101.70 ,$90.00 ,$101.70 ,,,,,
3575B413AA,PCL Job Conversion,Canon,Application,Uniflow,Software License,Monthly,,"$1,270.00 ",,$946.00 ,"$1,068.98 ",$946.00 ,"$1,068.98 ",,,,,
3575B414AA,Variable Data Printing,Canon,Application,Uniflow,Software License,Monthly,,"$16,450.00 ",,"$12,334.00 ","$13,937.42 ","$12,334.00 ","$13,937.42 ",,,,,
3575B415AA,Variable Data Printing - 5 Additional Designer Pack,Canon,Application,Uniflow,Software License,Monthly,,$270.00 ,,$200.00 ,$226.00 ,$200.00 ,$226.00 ,,,,,
3575B040AA,Software Assurance -1 Point,Canon,Application,Uniflow,Software License,Monthly,,$21.00 ,,$14.00 ,$15.82 ,$14.00 ,$15.82 ,,,,,
3575B894AA,"Cloud Print & Scan FedRAMP Month-Device License, Type 1, 10-24 devices",Canon,Application,Uniflow,Software License,Monthly,,$38.28 ,,$25.52 ,$28.84 ,$25.52 ,$28.84 ,,,,,
3575B893AA,"Cloud Print & Scan FedRAMP Month-Device License, Type 1, 1-9 devices<1><3>",Canon,Application,Uniflow,Software License,Monthly,,$51.98 ,,$34.65 ,$39.16 ,$34.65 ,$39.16 ,,,,,
PCMFC-Canon-25,"PaperCut MFD Emb, Canon, Comm, 25-49, per device",ACDI,Application,PaperCut,Software License,Monthly,,$511.20 ,,$340.80 ,$385.10 ,$340.80 ,$385.10 ,,,,,
AMSPlus-3,ACDI advanced software maintenance and support - 3 Year Commercial,ACDI,Application,PaperCut,Software License,Monthly,,$0.90 ,,$0.60 ,$0.68 ,$0.60 ,$0.68 ,,,,,
MMSPlus-8,"ACDI advanced software maintenance and support, 8
months",ACDI,Application,PaperCut,Software License,Monthly,,$0.24 ,,$0.16 ,$0.18 ,$0.16 ,$0.18 ,,,,,
PCS-MFC10-5Y,"PaperCut Subscription, MFD, Comm 10-49, per device, 5
years",ACDI,Application,PaperCut,Software License,Monthly,,"$1,039.20 ",,$692.80 ,$782.86 ,$692.80 ,$782.86 ,,,,,
AMSS-PL,"ACDI Subscription Plus software maintenance and
support",ACDI,Application,PaperCut,Software License,Monthly,,$0.12 ,,$0.08 ,$0.09 ,$0.08 ,$0.09 ,,,,,
3575B793AA,"Image Processing, Type 2, 1-9 devices",Canon,Application,Uniflow,Software License,Monthly,,$20.19 ,,$14.13 ,$15.97 ,$14.13 ,$15.97 ,,,,,
PCMFC-HP,"PaperCut MFD Emb, HP, Comm, 1-9, per device",ACDI,Application,PaperCut,Software License,Monthly,,$918.00 ,,$612.00 ,$691.56 ,$612.00 ,$691.56 ,,,,,
82S0990 ,SMSA for Accuread OCR,Lexmark,License,Cloud Services,Software License,Monthly,,$416.52 ,,$277.68 ,$313.78 ,$277.68 ,$313.78 ,,,,,
82S1244,Translation Assistant for Lexmark,Lexmark,License,Cloud Services,Software License,Perpetual,,$900.00 ,,$600.00 ,$678.00 ,$600.00 ,$678.00 ,,,,,
57X9528,Intelligent Storage Drive for Lexmark,Lexmark,License,Cloud Services,Software License,Perpetual,,$410.22 ,,$273.48 ,$309.03 ,$273.48 ,$309.03 ,,,,,
